Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2026-08-03 00:00:00-05:00,3.687999963760376,3.7049999237060547,3.687999963760376,3.700000047683716,0,0.0,0.0
2026-08-04 00:00:00-05:00,3.734999895095825,3.734999895095825,3.7279999256134033,3.7300000190734863,0,0.0,0.0
2026-08-05 00:00:00-05:00,3.7300000190734863,3.734999895095825,3.7249999046325684,3.7249999046325684,0,0.0,0.0
2026-08-06 00:00:00-05:00,3.7279999256134033,3.734999895095825,3.7279999256134033,3.7320001125335693,0,0.0,0.0
2026-08-07 00:00:00-05:00,3.7300000190734863,3.7300000190734863,3.697000026702881,3.7100000381469727,0,0.0,0.0
2026-08-10 00:00:00-05:00,3.7149999141693115,3.7200000286102295,3.7149999141693115,3.7179999351501465,0,0.0,0.0
2026-08-11 00:00:00-05:00,3.7300000190734863,3.7300000190734863,3.7249999046325684,3.7300000190734863,0,0.0,0.0
2026-08-12 00:00:00-05:00,3.7200000286102295,3.7279999256134033,3.7049999237060547,3.7070000171661377,0,0.0,0.0
2026-08-13 00:00:00-05:00,3.703000068664551,3.7049999237060547,3.693000078201294,3.7049999237060547,0,0.0,0.0
2026-08-14 00:00:00-05:00,3.697000026702881,3.700000047683716,3.694999933242798,3.697000026702881,0,0.0,0.0
2026-08-17 00:00:00-05:00,3.694999933242798,3.7049999237060547,3.694999933242798,3.703000068664551,0,0.0,0.0
2026-08-18 00:00:00-05:00,3.7100000381469727,3.7130000591278076,3.7049999237060547,3.7049999237060547,0,0.0,0.0
2026-08-19 00:00:00-05:00,3.700000047683716,3.7070000171661377,3.697000026702881,3.700000047683716,0,0.0,0.0
2026-08-20 00:00:00-05:00,3.700000047683716,3.7049999237060547,3.697000026702881,3.703000068664551,0,0.0,0.0
2026-08-21 00:00:00-05:00,3.697000026702881,3.7179999351501465,3.697000026702881,3.7100000381469727,0,0.0,0.0
2026-08-24 00:00:00-05:00,3.7049999237060547,3.7179999351501465,3.703000068664551,3.703000068664551,0,0.0,0.0
2026-08-25 00:00:00-05:00,3.7049999237060547,3.7100000381469727,3.703000068664551,3.7049999237060547,0,0.0,0.0
2026-08-26 00:00:00-05:00,3.694999933242798,3.700000047683716,3.684999942779541,3.690000057220459,0,0.0,0.0
2026-08-27 00:00:00-05:00,3.680000066757202,3.684999942779541,3.677999973297119,3.677999973297119,0,0.0,0.0
2026-08-31 00:00:00-05:00,3.7279999256134033,3.743000030517578,3.7279999256134033,3.7320001125335693,0,0.0,0.0
2026-09-01 00:00:00-05:00,3.765000104904175,3.7780001163482666,3.765000104904175,3.7720000743865967,0,0.0,0.0
2026-09-02 00:00:00-05:00,3.7750000953674316,3.7750000953674316,3.7699999809265137,3.7720000743865967,0,0.0,0.0
